question,summary_answer,difficulty,intent,filename
Evidently Cloud account requirements,A section of the article specifies that an Evidently Cloud account is necessary to track and upload test results.,beginner,text,examples/LLM_regression_testing.mdx
build dashboard for LLM regression results,The article explains how to create a monitoring dashboard to visualize the results of regression tests over time.,intermediate,code,examples/LLM_regression_testing.mdx
correctness judge for LLM outputs,It describes how to implement a correctness evaluator using LLM as a judge to validate the accuracy of new outputs against reference answers.,intermediate,code,examples/LLM_regression_testing.mdx
LLM regression testing metrics,"The metrics used for LLM regression testing include length, correctness, and style consistency, which are detailed in the tutorial.",beginner,text,examples/LLM_regression_testing.mdx
install Evidently for LLM,Instructions for installing Evidently via pip for use in LLM regression testing are provided in the article.,beginner,code,examples/LLM_regression_testing.mdx
new responses generation in LLM,The tutorial shows how to generate new responses from the LLM after initial prompt changes.,intermediate,code,examples/LLM_regression_testing.mdx
monitoring test results over time,It outlines how to track changes and improvements in regression test results over time using a dashboard.,intermediate,text,examples/LLM_regression_testing.mdx
Implementing LLM judge for style,"It covers how to create a custom judge for style checking in LLM responses, highlighting subjective aspects of evaluation.",advanced,code,examples/LLM_regression_testing.mdx
get reports from LLM testing,"Instructions for generating reports from testing results are provided, which can include both raw data and summary metrics.",intermediate,code,examples/LLM_regression_testing.mdx
alerts for LLM regression failures,"The article suggests integrating alerts to notify users when regression tests fail, enabling quick responses to issues.",advanced,code,examples/LLM_regression_testing.mdx
set up Python environment for LLM testing,"Basic setup instructions for a Python environment, including necessary imports and package installations, are provided.",beginner,code,examples/LLM_regression_testing.mdx
using LLM evaluation descriptors,It discusses the importance of using descriptors in regression testing to assess various aspects of the responses.,intermediate,text,examples/LLM_regression_testing.mdx
differences between response styles in LLM,"The article examines how to determine style consistency between the reference and new LLM responses, a key aspect of regression testing.",advanced,text,examples/LLM_regression_testing.mdx
performance metrics for testing LLM,A rundown of the performance metrics useful for evaluating LLM outputs during regression testing is presented.,intermediate,text,examples/LLM_regression_testing.mdx
connect Evidently Cloud with LLM,It provides code snippets on how to connect to Evidently Cloud to store and visualize test results from LLM outputs.,intermediate,code,examples/LLM_regression_testing.mdx
LLM evaluation quickstart guide,"The article features a quickstart guide for evaluating the quality of LLM outputs, aimed at newcomers to LLM evaluations.",beginner,code,examples/introduction.mdx
best practices for LLM evaluations,"The article outlines best practices for evaluating LLMs, including setup procedures and different evaluation techniques used across various examples.",intermediate,text,examples/introduction.mdx
integrating Evidently with GitHub,"It provides a walkthrough on integrating Evidently evaluations within a CI/CD workflow using GitHub Actions, showcasing native integration for regression testing.",beginner,code,examples/introduction.mdx
how to optimize LLM judge prompts,The article offers two tutorials on optimizing multi-class and binary classifiers using target labels and free-form feedback for LLM judge prompts.,intermediate,code,examples/introduction.mdx
tracking data drift in AI models,"Users can learn how to visualize Evidently data drift evaluations on a Grafana dashboard, providing insight into model performance over time.",beginner,code,examples/introduction.mdx
what is RAG evaluation,"The article introduces RAG evaluation and explains various metrics used for assessing retrieval-augmented generation systems, with practical examples.",intermediate,text,examples/introduction.mdx
ML metrics cookbook examples,"Includes a resource on various data and ML metrics such as regression, classification, and data quality, providing code examples for implementation.",beginner,code,examples/introduction.mdx
tutorial on classification evaluation methods,"The classification evaluation tutorial focuses on testing LLMs against a predictive ML baseline in multi-class tasks, with step-by-step guidance.",intermediate,code,examples/introduction.mdx
Evidently deployment steps,"The article features a tutorial on creating a workspace and project within Evidently, detailing steps for successful deployment.",beginner,code,examples/introduction.mdx
overview of LLM evaluation methods,"The article covers the anatomy of LLM evaluations, including reference-based and reference-free methods for comprehensive understanding.",intermediate,text,examples/introduction.mdx
visualizing LLM evaluations with Grafana,"It shows how to visualize LLM evaluation metrics with Grafana, leveraging Postgres as a database to enhance data interpretation.",advanced,code,examples/introduction.mdx
adversarial testing for LLMs,"Tutorials on running scenario-based risk testing on forbidden topics and brand risks for LLMs are provided, highlighting necessary precautions.",advanced,code,examples/introduction.mdx
Evidently Cloud v2 features,"The article outlines the major updates in Evidently Cloud v2, including a redesigned dashboard, improved performance, and better support for LLM evaluations.",beginner,text,faq/cloud_v2.mdx
Evidently 0.6 new API features,"The article highlights new API features in Evidently 0.6, including the introduction of the Report object, which can be imported from `evidently.future`.",beginner,text,faq/migration.mdx
How to migrate from old Evidently to 0.6,"It explains the necessary migration steps for users transitioning from previous versions to Evidently 0.6, including using legacy APIs during the transition period.",beginner,code,faq/migration.mdx
Evidently Dataset and DataDefinition usage,"The guide clarifies the usage of Dataset and DataDefinition in Evidently 0.6, emphasizing the need to explicitly create Dataset objects for reports.",intermediate,code,faq/migration.mdx
Example for running a Report in Evidently 0.6,"It provides example code for running a Report in Evidently 0.6, showing how to configure and execute it with a Dataset.",intermediate,code,faq/migration.mdx
Breaking changes in Evidently 0.7,The article points out that Evidently 0.7 will make the new API the default and explains how to import it for compatibility.,intermediate,text,faq/migration.mdx
Merge Reports and Tests in Evidently,"It discusses the merging of Reports and Tests in the new version, allowing for unified results in the same report output.",advanced,text,faq/migration.mdx
Simplified Metric object in Evidently,"The article explains the redesign of the Metric object in Evidently, highlighting how it improves JSON result parsing and UI integration.",advanced,text,faq/migration.mdx
Evidently Python library features,"The Evidently Python library includes data evaluation tools and generates reports, suited for individual data scientists and ML engineers.",beginner,text,faq/oss_vs_cloud.mdx
Tracely library real-time data,"Tracely allows users to capture near real-time data from AI applications and is built on OpenTelemetry, making it efficient for monitoring AI systems.",beginner,code,faq/oss_vs_cloud.mdx
Evidently Cloud vs Enterprise support,"Evidently Cloud offers managed services and support, while Enterprise requires internal management but provides extensive implementation assistance.",intermediate,text,faq/oss_vs_cloud.mdx
Open-source vs Commercial features comparison,"The article compares core features available in both open-source and commercial versions, highlighting premium features exclusive to the commercial editions.",intermediate,text,faq/oss_vs_cloud.mdx
Setting up Evidently OSS,"Setting up Evidently OSS requires managing the deployment and maintenance yourself, including backups and updates, whereas cloud options handle these aspects automatically.",intermediate,code,faq/oss_vs_cloud.mdx
Benefits of Evidently Cloud hosting,"Evidently Cloud simplifies deployment by managing infrastructure and offering automatic updates and security, making it ideal for teams focused on product development.",beginner,text,faq/oss_vs_cloud.mdx
Evidently telemetry data types,"The article outlines the various types of anonymous telemetry data that Evidently collects, including environment and service usage data.",beginner,text,faq/telemetry.mdx
How to disable telemetry in Evidently,Users can disable telemetry in Evidently by setting the environment variable DO_NOT_TRACK to any value after starting the service.,beginner,code,faq/telemetry.mdx
What is collected in Evidently telemetry,"Evidently collects basic environment data and anonymous service usage actions, helping developers enhance the tool based on user interaction.",intermediate,text,faq/telemetry.mdx
Is personal data collected by Evidently,"The telemetry system in Evidently does not collect any personal data, focusing only on anonymous usage data and system environments.",beginner,text,faq/telemetry.mdx
Evidently telemetry version 0.4.0,"The telemetry data collection in Evidently began with version 0.4.0, specifically when using the Monitoring UI.",beginner,text,faq/telemetry.mdx
Examples of telemetry event logs,"The article provides specific examples of telemetry event logs for actions like startup, indexing, and project management within Evidently.",intermediate,code,faq/telemetry.mdx
How to view telemetry collected by Evidently,The article does not specify viewing telemetry directly; it focuses on what is collected while using the tool and how it helps improve features.,advanced,text,faq/telemetry.mdx
Environment data collected by Evidently,"Evidently collects various environment data, including OS name, version, and Python version to analyze tool performance across different setups.",intermediate,text,faq/telemetry.mdx
Opting out of telemetry in Evidently,"Users can easily opt out of telemetry by modifying environment variables, ensuring they maintain control over their data sharing practices.",beginner,code,faq/telemetry.mdx
Impact of telemetry on Evidently development,Telemetry helps Evidently's developers understand user patterns and prioritize feature enhancements based on actual usage data.,intermediate,text,faq/telemetry.mdx
Evidently features overview,"The article outlines the comprehensive feature set of Evidently, including its modular approach, built-in evaluations, and collaboration tools designed for AI quality workflows.",beginner,text,faq/why_evidently.mdx
Open-source Evidently library benefits,"Evidently is an open-source library that offers transparency and an intuitive API, enabling users to trust the implementation of metrics and evaluations while benefiting from a thriving community.",beginner,text,faq/why_evidently.mdx
Built-in evaluations in Evidently,"Evidently provides over 100 built-in evaluations that cover various ML and LLM use cases, allowing users to quickly assess model performance without extensive preprocessing.",intermediate,code,faq/why_evidently.mdx
Integrating Evidently with existing tools,"The article explains how Evidently integrates seamlessly with existing tools, enabling users to export metrics and reports while adapting to their specific needs in AI development.",advanced,code,faq/why_evidently.mdx
evidently library tutorial,"The article introduces the Evidently library, offering a quick start guide and links to tutorials and examples for evaluation of AI systems.",beginner,code,introduction.mdx
LLM evaluations overview,"This article provides an extensive overview of evaluation methods for Large Language Models (LLMs), detailing several descriptors and their use cases.",beginner,text,metrics/all_descriptors.mdx
code examples for row-level evaluations,The article includes a link to a cookbook that serves as a reference for implementing row-level evaluations in code.,beginner,code,metrics/all_descriptors.mdx
ExactMatch code example,"The ExactMatch descriptor checks for exact matches between two columns and returns a boolean for each row, as shown in the detailed examples.",intermediate,code,metrics/all_descriptors.mdx
how to implement RegExp descriptor,"The RegExp descriptor allows for text matching against regular expressions, returning True/False based on defined patterns.",intermediate,code,metrics/all_descriptors.mdx
using BeginsWith in evaluations,"BeginsWith checks if text starts with a given prefix and returns True/False for each input, useful in specific content filtering scenarios.",intermediate,code,metrics/all_descriptors.mdx
EndsWith descriptor usage,"The EndsWith descriptor is used to verify if text concludes with a particular suffix, with clear usage examples provided in the article.",intermediate,code,metrics/all_descriptors.mdx
Contains descriptor details,"The Contains descriptor verifies if specific items exist within the text, returning True/False for presence checks, with examples outlined in the content.",intermediate,code,metrics/all_descriptors.mdx
DoesNotContain examples,"DoesNotContain evaluates the absence of specified items in text, providing True/False results, and is explained with practical examples.",intermediate,code,metrics/all_descriptors.mdx
how to create a custom descriptor,"The article explains the process of implementing a custom descriptor using Python, accommodating unique checks based on user-defined logic.",advanced,code,metrics/all_descriptors.mdx
IsValidJSON function description,"IsValidJSON checks whether a column contains valid JSON syntax, crucial for data validation in structured formats.",intermediate,code,metrics/all_descriptors.mdx
examples of JSONSchemaMatch,"The JSONSchemaMatch function validates JSON formatting against a specified schema, ensuring key/value compliance and structure integrity.",advanced,code,metrics/all_descriptors.mdx
TextLength descriptor usage,"The TextLength descriptor measures the character count in a text column, returning an absolute number for statistical evaluations.",beginner,code,metrics/all_descriptors.mdx
how to calculate sentiment using NLTK,"The sentiment descriptor analyzes text sentiment, scoring from -1 (negative) to 1 (positive), as detailed here.",intermediate,code,metrics/all_descriptors.mdx
ContextQualityLLMEval application,"ContextQualityLLMEval evaluates whether provided context is sufficient to answer a question, returning either a label or a score.",advanced,code,metrics/all_descriptors.mdx
NegativityLLMEval specifics,"NegativityLLMEval identifies negative texts, assisting in content moderation and analysis using a straightforward scoring system.",beginner,code,metrics/all_descriptors.mdx
SemanticSimilarity function details,"The SemanticSimilarity descriptor calculates cosine similarity between two text columns, useful for evaluating near-duplicate content.",intermediate,code,metrics/all_descriptors.mdx
BERTScore implementation,"The BERTScore method measures text similarity based on token embeddings, enhancing content comparison methods.",advanced,code,metrics/all_descriptors.mdx
using HuggingFace models in evaluations,"The article guides on scoring texts using user-selected models from HuggingFace, broadening evaluation capabilities.",intermediate,code,metrics/all_descriptors.mdx
how to detect PII in text,"The PIILLMEval descriptor identifies text containing personally identifiable information, pivotal for privacy checks.",intermediate,code,metrics/all_descriptors.mdx
what is the ContextRelevance descriptor,"ContextRelevance assesses the relevance of multiple context chunks to a given question, crucial for generating accurate responses.",advanced,text,metrics/all_descriptors.mdx
integrating custom columns in evaluations,"CustomColumnsDescriptor allows the application of checks on specific columns, enhancing flexibility in evaluations.",intermediate,code,metrics/all_descriptors.mdx
how to use IncludesWords in row evaluations,"IncludesWords verifies the presence of vocabulary words in text, returning results based on specified criteria, explained with examples.",intermediate,code,metrics/all_descriptors.mdx
word and character count descriptors,"The article outlines descriptors like WordCount and CharacterCount for gathering text statistics, essential for understanding data characteristics.",beginner,code,metrics/all_descriptors.mdx
DeclineLLMEval explanation,"DeclineLLMEval detects text instances where refusal or rejection occurs, important for analyzing user interactions with LLMs.",intermediate,text,metrics/all_descriptors.mdx
advanced example using CompletenessLLMEval,"CompletenessLLMEval checks if an LLM response fully utilizes the information provided in context, crucial for thorough evaluations.",advanced,code,metrics/all_descriptors.mdx
all metrics for dataset evaluation,"The article lists all metrics used for dataset evaluation, detailing their usage and parameters.",beginner,text,metrics/all_metrics.mdx
how to use TextEvals() in Evidently,It provides guidelines on using the TextEvals() metric which summarizes results from text evaluations and necessitates specifying descriptors.,beginner,code,metrics/all_metrics.mdx
examples of ValueStats() metric usage,"The article gives examples of how to implement the ValueStats() metric, detailing parameters required and default test conditions.",beginner,code,metrics/all_metrics.mdx
what are data quality metrics,The article defines various data quality metrics available for assessing column-level data integrity and quality within datasets.,beginner,text,metrics/all_metrics.mdx
parameters for MissingValueCount(),It outlines the parameters necessary for executing the MissingValueCount() metric and how it evaluates missing values in columns.,intermediate,code,metrics/all_metrics.mdx
how to analyze data drift,The article discusses metrics to analyze data drift and how these methods can be employed for text and tabular data.,beginner,text,metrics/all_metrics.mdx
using PrecisionTopK() for ranking evaluations,It explains how to implement the PrecisionTopK() metric to evaluate the precision at the top K retrieved items in recommendations.,intermediate,code,metrics/all_metrics.mdx
difference between RMSE and MAE,"The article distinguishes between RMSE and MAE as metrics, explaining how they assess prediction errors differently.",intermediate,text,metrics/all_metrics.mdx
conditional tests in metrics,It discusses the ability to add conditional tests to metrics with standard operators like 'eq' or 'gt' to enhance evaluations.,intermediate,code,metrics/all_metrics.mdx
data definition for metrics mapping,The importance of mapping column types as per the data definition is emphasized for accurate metric results.,beginner,text,metrics/all_metrics.mdx
examples of regression metrics implementation,The article provides examples for implementing various regression metrics like R2Score and MeanError.,beginner,code,metrics/all_metrics.mdx
key metrics for classification tasks,"It offers a review of crucial metrics suitable for evaluating classification task performance, including accuracy and precision.",beginner,text,metrics/all_metrics.mdx
how to interpret dataset stats,"The article explains how to interpret various dataset stats including row and column counts, and their significance in evaluations.",intermediate,text,metrics/all_metrics.mdx
examples for Dummy model metrics,"It gives examples of metrics used to evaluate the performance of dummy models, which serve as benchmarks for comparison.",intermediate,code,metrics/all_metrics.mdx
what are almost constant columns metrics,The article outlines metrics that identify almost constant columns in the dataset for better data quality checks.,advanced,text,metrics/all_metrics.mdx
guidelines for implementing MeanError(),It describes the steps and parameters needed for implementing the MeanError() metric in regression analysis.,intermediate,code,metrics/all_metrics.mdx
ColumnCount() metric usage,The article details how to use the ColumnCount() metric to determine the number of columns in a dataset.,beginner,code,metrics/all_metrics.mdx
parameters to specify for CategoryCount(),It outlines the required and optional parameters to use with the CategoryCount() metric for counting categorical occurrences.,intermediate,code,metrics/all_metrics.mdx
how to perform exploratory data analysis,The article introduces metrics applicable for exploratory data analysis and the respective commands to execute them.,beginner,text,metrics/all_metrics.mdx
how to check for empty columns,Instructions on how to utilize metrics to count and assess empty columns within a dataset.,intermediate,code,metrics/all_metrics.mdx
how to use the ClassificationPreset(),It explains how to implement the ClassificationPreset() for evaluating various classification metrics collectively.,intermediate,code,metrics/all_metrics.mdx
visualizations available for Precision(),The article lists available visualizations when utilizing the Precision() metric for classification accuracy evaluation.,advanced,text,metrics/all_metrics.mdx
parameters for DriftedColumnsCount(),It specifies parameters required for the DriftedColumnsCount() metric that calculates drift in specific dataset columns.,intermediate,code,metrics/all_metrics.mdx
outlier detection in regression metrics,The article addresses how to detect outliers and their impact on regression metrics like RMSE and MAE.,advanced,text,metrics/all_metrics.mdx
configuring test defaults for metrics,Explains how to configure test defaults when applying different metrics to appropriately assess data attributes.,intermediate,code,metrics/all_metrics.mdx
relationship between precision and recall in metrics,The article elaborates on the relationship between precision and recall metrics in the context of classification performance.,intermediate,text,metrics/all_metrics.mdx
guide to using F1Score() in classification,It presents guidelines on how to use F1Score() in evaluating the performance of classification models.,intermediate,code,metrics/all_metrics.mdx
benefits of using RecallTopK(),Describes the advantages of using RecallTopK() for assessing the effectiveness of recommendations in top K contexts.,beginner,text,metrics/all_metrics.mdx
parameters needed for NDCG(),The article specifies the parameters needed for the NDCG() metric focused on evaluating ranking effectiveness.,intermediate,code,metrics/all_metrics.mdx
criteria for evaluating almost constant columns,It outlines the criteria for evaluating almost constant columns through dedicated metrics in the dataset.,advanced,text,metrics/all_metrics.mdx
testing for missing values with MissingValueCount(),Instructions on how to test and evaluate missing values in datasets using the MissingValueCount() metric.,beginner,code,metrics/all_metrics.mdx
how to check for data drift in datasets,It provides a discussion on metrics for checking data drift within datasets and the methodology to employ them.,beginner,text,metrics/all_metrics.mdx
best practices for implementing regression metrics,The article advises on the best practices when implementing multiple regression metrics to analyze model performance.,intermediate,text,metrics/all_metrics.mdx
conditions for evaluating UniqueValueCount(),Specific conditions and parameters necessary for employing the UniqueValueCount() metric in column evaluations are discussed.,intermediate,code,metrics/all_metrics.mdx
how to visualize regression evaluation results,It discusses various visualizations available for regression evaluations and their implications on metrics performance analysis.,advanced,text,metrics/all_metrics.mdx
using MAPE() for model accuracy,The article elaborates on how to use MAPE() for assessing the accuracy of regression models.,intermediate,code,metrics/all_metrics.mdx
how to benchmark model quality with dummy metrics,It explains how to benchmark model quality against dummy metrics for validating model improvements and performance ratios.,intermediate,text,metrics/all_metrics.mdx
how to implement QuantileValue(),Instruction on how to use the QuantileValue() metric to compute quantile values for specified numerical columns.,intermediate,code,metrics/all_metrics.mdx
importance of mapping data types,The article emphasizes the significance of mapping data types accurately for obtaining correct evaluation results.,beginner,text,metrics/all_metrics.mdx
understanding regression performance with R2Score(),It discusses how to analyze regression performance in models using R2Score() as a determining factor.,beginner,text,metrics/all_metrics.mdx
conditions for evaluating logarithmic loss with LogLoss(),It outlines conditions that need to be fulfilled when utilizing the LogLoss() metric in classification evaluations.,intermediate,code,metrics/all_metrics.mdx
performing quality checks on datasets,The article summarizes various metrics that can be employed for performing quality checks on datasets.,beginner,text,metrics/all_metrics.mdx
available evaluation templates for datasets,"The article lists various pre-built evaluation templates aimed at simplifying the process of dataset assessment, including categories for text, data drift, and classification evaluations.",beginner,text,metrics/all_presets.mdx
data drift detection methods,"The article outlines various methods for detecting data drift, specifying how to select and customize them based on column types and thresholds.",beginner,text,metrics/customize_data_drift.mdx
custom parameters for data drift,You can override default drift detection methods and thresholds by passing custom parameters to metrics or presets according to your needs.,beginner,code,metrics/customize_data_drift.mdx
setting drift thresholds example,"The article provides examples for setting drift thresholds for different methods, including the PSI method for categorical columns.",intermediate,code,metrics/customize_data_drift.mdx
how to implement custom drift method,It details how to create a custom drift detection method by subclassing the StatTest class and registering it for use.,intermediate,code,metrics/customize_data_drift.mdx
data drift preset customization,You can create a DataDriftPreset with specific drift share and methods to customize data drift detection in your reports.,beginner,code,metrics/customize_data_drift.mdx
default data drift algorithm,"The default data drift algorithm automatically selects methods based on column types and volumes, as explained in the article.",beginner,text,metrics/customize_data_drift.mdx
value drift detection example,Example code snippets are provided for setting up value drift detection using specific methods for individual columns.,intermediate,code,metrics/customize_data_drift.mdx
dataset drift share setting,"You can define the share of columns that must be drifting to be flagged as dataset drift, with default settings adjustable in the metrics.",beginner,code,metrics/customize_data_drift.mdx
text data drift detection,"The article describes how to apply different methods for detecting drift in raw text data, along with specific threshold settings.",intermediate,text,metrics/customize_data_drift.mdx
pass custom drift methods,Instructions are given on how to pass custom drift detection methods and their thresholds using parameters in your reports.,intermediate,code,metrics/customize_data_drift.mdx
understanding PSI method for drift,It clarifies how the Population Stability Index (PSI) is used to determine drift in numerical and categorical datasets.,intermediate,text,metrics/customize_data_drift.mdx
column-level drift settings,You can specify drift detection methods and thresholds at the column level to observe specific behavior for each variable in your dataset.,advanced,code,metrics/customize_data_drift.mdx
drift share default value,"The default drift share value is set to 0.5, which can be changed to adjust sensitivity in detecting dataset drift.",beginner,text,metrics/customize_data_drift.mdx
StatTest class in data drift,The article explains the StatTest class for implementing custom drift detection methods effectively in data drift analysis.,advanced,code,metrics/customize_data_drift.mdx
threshold meaning in drift detection,"Thresholds in drift detection can signify different meanings depending on the method used, which is explained in detail.",intermediate,text,metrics/customize_data_drift.mdx
available drift detection methods list,A comprehensive list of available drift detection methods and their applicability is provided for user reference.,beginner,text,metrics/customize_data_drift.mdx
registering a custom StatTest,The article includes guidance on how to register a custom StatTest with required parameters and implementation details.,advanced,code,metrics/customize_data_drift.mdx
create custom text evaluator Evidently,"The article provides a step-by-step guide on implementing custom row-level text evaluators in Evidently, including necessary imports and example functions.",beginner,code,metrics/customize_descriptor.mdx
how to define CustomColumnDescriptor,It explains how to create a `CustomColumnDescriptor` that checks values in a dataset column and returns transformed scores or labels.,intermediate,code,metrics/customize_descriptor.mdx
examples of CustomDescriptor in Evidently,"The article includes examples of using `CustomDescriptor` to evaluate and transform multiple dataset columns, returning multiple scores.",advanced,code,metrics/customize_descriptor.mdx
HuggingFace text evaluation tutorials,"The article provides detailed guidance on using HuggingFace models as evaluators for text data, including step-by-step implementation examples.",beginner,code,metrics/customize_hf_descriptor.mdx
setup HuggingFace models in Python,"To set up HuggingFace models, you'll need to import specific descriptors and create a Dataset object as shown in the article.",beginner,code,metrics/customize_hf_descriptor.mdx
HuggingFace emotion classification,The article describes how to classify texts by emotion using HuggingFace models and includes example code for implementation.,beginner,code,metrics/customize_hf_descriptor.mdx
evaluate text using HuggingFace descriptors,"You can evaluate text using HuggingFace descriptors by adding them to your Dataset, as explained in the article.",beginner,code,metrics/customize_hf_descriptor.mdx
custom descriptors in HuggingFace,The article allows you to create custom checks as Python functions and integrate them using the general HuggingFace descriptor.,intermediate,code,metrics/customize_hf_descriptor.mdx
HuggingFaceToxicity evaluation example,"An example of using HuggingFaceToxicity to evaluate text for toxicity levels is provided in the article, including sample code.",intermediate,code,metrics/customize_hf_descriptor.mdx
parameters for HuggingFace models,The article outlines the required and optional parameters needed to use various HuggingFace models in your implementations.,intermediate,text,metrics/customize_hf_descriptor.mdx
using HuggingFace for zero-shot classification,Instructions for performing zero-shot classification using HuggingFace models are detailed in the article along with code snippets.,intermediate,code,metrics/customize_hf_descriptor.mdx
understanding HuggingFace score outputs,"The article explains how HuggingFace models output scores or labels, which is essential for interpreting the results of your evaluations.",advanced,text,metrics/customize_hf_descriptor.mdx
integrating different models with HuggingFace descriptor,"You can integrate various models with the HuggingFace descriptor, as the article describes, though you'll need to test for compatibility.",advanced,text,metrics/customize_hf_descriptor.mdx
using built-in LLM evaluators,The article details how to use built-in LLM evaluators in Evidently for tasks like toxicity detection and refusal evaluation.,beginner,code,metrics/customize_llm_judge.mdx
custom LLM evaluator setup,Learn how to create a custom LLM evaluator using provided templates to classify text based on specific criteria.,beginner,code,metrics/customize_llm_judge.mdx
evaluate text data with Evidently,Here's how you can evaluate text data using Evidently's LLM-based descriptors and built-in evaluators.,beginner,text,metrics/customize_llm_judge.mdx
examples of built-in evaluators,The article lists examples of built-in evaluators like ToxicityLLMEval and ContextQualityLLMEval available in Evidently.,beginner,text,metrics/customize_llm_judge.mdx
add descriptors to evaluation,You can add descriptors such as ToxicityLLMEval to your evaluation dataset by modifying the eval_df object.,beginner,code,metrics/customize_llm_judge.mdx
parameterize LLM evaluations,Learn how to parameterize evaluations by switching output formats and including or excluding reasoning in results.,intermediate,code,metrics/customize_llm_judge.mdx
switching to different LLM providers,The article explains how to change LLM providers and models for your evaluations beyond OpenAI.,intermediate,code,metrics/customize_llm_judge.mdx
LLM evaluation criteria templates,You can define custom evaluation criteria templates for classifiers within the Evidently library using prompt templates.,intermediate,text,metrics/customize_llm_judge.mdx
generate toy data for evaluation,Instructions are provided on creating toy data to form the basis for LLM evaluations in Evidently.,beginner,code,metrics/customize_llm_judge.mdx
OpenAI API key setup,The article provides guidance on how to set the OpenAI API key as an environment variable for LLM evaluations.,beginner,code,metrics/customize_llm_judge.mdx
use of BinaryClassificationPromptTemplate,Details on how to utilize BinaryClassificationPromptTemplate to classify text into two categories based on defined criteria.,intermediate,code,metrics/customize_llm_judge.mdx
evaluate context quality using LLMs,Here's how you can evaluate the context quality of responses against given questions using LLMs in Evidently.,intermediate,code,metrics/customize_llm_judge.mdx
insert context in evaluation criteria,The article shows how to include context in your evaluation criteria when creating custom LLM descriptors.,intermediate,code,metrics/customize_llm_judge.mdx
define multi-class classification,You can define multi-class classification using the MulticlassClassificationPromptTemplate to assess responses in various categories.,intermediate,code,metrics/customize_llm_judge.mdx
importance of concise responses,The article emphasizes the importance of concise vs. verbose responses in text evaluations using LLMs.,beginner,text,metrics/customize_llm_judge.mdx
LLM model options in evaluations,Information on how to specify different models and providers for LLM evaluations is discussed in the article.,advanced,code,metrics/customize_llm_judge.mdx
implementing additional columns in evaluation,You can use additional columns in your evaluations to provide more context for the texts being assessed.,intermediate,code,metrics/customize_llm_judge.mdx
Cross-provider tutorial for LLMs,The article references a cross-provider tutorial for using different external evaluator LLMs to expand evaluation capabilities.,intermediate,text,metrics/customize_llm_judge.mdx
importance of using aliases in evaluations,Aliases help define clearer names for evaluation columns in the output results of your LLM evaluations.,beginner,text,metrics/customize_llm_judge.mdx
API limits for LLM evaluations,Details regarding rate limits and usage constraints are provided when evaluating texts using LLMs in Evidently.,advanced,text,metrics/customize_llm_judge.mdx
Understanding output formats of evaluations,The article clarifies how to switch output formats in LLM evaluations to suit different result needs.,advanced,text,metrics/customize_llm_judge.mdx
Hiding reasoning in evaluations,You can configure your LLM evaluations to exclude reasoning in the results if only the classification label is desired.,advanced,code,metrics/customize_llm_judge.mdx
Common LLM evaluation errors,The article discusses some common pitfalls and errors that occur during LLM evaluations and how to avoid them.,advanced,text,metrics/customize_llm_judge.mdx
evaluating answers to questions,It covers how to evaluate answers based on their relevance to the questions they respond to using LLMs.,intermediate,code,metrics/customize_llm_judge.mdx
create custom metric in evidently,"The article outlines the steps needed to create a custom metric in Evidently, highlighting the required calculation method and optional test conditions.",beginner,code,metrics/customize_metric.mdx
using plotly for metric visualization,"You can define a custom visualization for your metric using Plotly, as explained in the article, and it provides an example of how to integrate this into your implementation.",intermediate,code,metrics/customize_metric.mdx
default tests for custom metrics,"The article provides details on setting up default tests for custom metrics, which can help ensure your metrics have the correct baseline evaluations.",intermediate,text,metrics/customize_metric.mdx
max value metric example,"An example implementation of a 'MyMaxMetric' is provided in the article, demonstrating how to calculate the maximum value from a column and incorporate it into a report.",advanced,code,metrics/customize_metric.mdx
classification accuracy explanation,The article explains classification accuracy as a standard metric that measures the proportion of correct predictions made by a model out of all predictions.,beginner,text,metrics/explainer_classification.mdx
how to interpret confusion matrix,"It describes the confusion matrix, which visualizes classification errors, allowing users to interpret the types of mistakes made by the model.",beginner,text,metrics/explainer_classification.mdx
code example for ROC AUC calculation,"The article provides guidance on calculating the ROC AUC metric, essential for evaluating the performance of classification models at various thresholds.",intermediate,code,metrics/explainer_classification.mdx
precision-recall curve implementation,It includes explanations of how to implement a precision-recall curve to analyze the trade-off between precision and recall for different classification thresholds.,intermediate,code,metrics/explainer_classification.mdx
F1-score definition,"The F1-score is defined as the harmonic mean of precision and recall, balancing the trade-off between the two metrics in classification tasks.",beginner,text,metrics/explainer_classification.mdx
visualizing class separation quality,"The article details how to visualize class separation quality through scatter plots, aiding in understanding model calibration and prediction accuracy.",intermediate,code,metrics/explainer_classification.mdx
using probability distribution for model evaluation,It explains the concept of probability distribution in classification to represent how predicted probabilities are distributed across different classes.,beginner,text,metrics/explainer_classification.mdx
classification quality by feature analysis,"The article describes how to analyze classification quality by feature, showing how model performance varies with different feature values.",advanced,code,metrics/explainer_classification.mdx
data quality overview widget,"The article describes a summary widget that provides an overview of the dataset, highlighting missing features and general statistics.",beginner,text,metrics/explainer_data_stats.mdx
feature widget visualizations,"It discusses the features widget, which generates visualizations for different feature types, including categorical, numerical, datetime, and text features.",beginner,code,metrics/explainer_data_stats.mdx
how to analyze missing data in features,"The article explains methods to analyze missing and empty features, detailing how to understand their impact on the dataset.",intermediate,text,metrics/explainer_data_stats.mdx
